1.0,5.0
1.24812,14.385
1.99248,34.19094
2.2406,39.16055
2.48872,43.60769
3.72932,60.73393
3.97744,63.46139
4.22556,66.02376
4.96992,72.89411
5.21805,74.95701
9.68421,101.14126
10.42857,104.27692
10.67669,105.27258
11.66917,109.03641
11.91729,109.92732
12.90977,113.31457
18.1203,127.67113
18.36842,128.247
19.11278,129.92908
22.83459,137.46283
23.08271,137.92046
23.82707,139.26438
24.07519,139.70304
24.32331,140.13721
28.78947,147.27529
30.77444,150.09854
31.02256,150.43856
35.48872,156.13381
37.47368,158.43832
37.7218,158.71776
38.96241,160.08796
39.21053,160.35676
39.45865,160.62386
39.70677,160.88929
44.66917,165.87577
46.40602,167.49099
46.65414,167.71679
46.90226,167.94139
47.15038,168.1648
47.3985,168.38704
47.64662,168.60813
47.89474,168.82806
48.88722,169.69654
49.13534,169.91091
49.38346,170.1242
49.63158,170.33641
49.8797,170.54757
50.12782,170.75768
50.37594,170.96676
51.86466,172.19998
52.11278,172.40207
52.3609,172.60319
52.60902,172.80337
52.85714,173.00261
56.57895,175.88385
56.82707,176.06914
57.07519,176.25362
57.32331,176.4373
57.57143,176.62018
57.81955,176.80228
58.06767,176.9836
63.2782,180.62227
63.52632,180.78798
63.77444,180.95305
64.02256,181.11747
64.27068,181.28126
64.5188,181.44441
66.00752,182.41036
66.25564,182.56923
66.50376,182.7275
66.75188,182.88519
67.0,183.04229
67.24812,183.19881
67.49624,183.35476
67.74436,183.51013
67.99248,183.66494
68.2406,183.81918
68.48872,183.97286
70.22556,185.03329
70.47368,185.18263
70.7218,185.33145
70.96992,185.47975
71.21805,185.62753
72.70677,186.50355
72.95489,186.6478
73.20301,186.79157
73.45113,186.93485
73.69925,187.07765
74.93985,187.7845
75.18797,187.92447
75.43609,188.06397
75.68421,188.20302
75.93233,188.34161
76.18045,188.47975
77.91729,189.4343
78.16541,189.56893
78.41353,189.70313
78.66165,189.8369
78.90977,189.97025
79.15789,190.10319
80.64662,190.89215
80.89474,191.02223
81.14286,191.1519
81.39098,191.28119
81.6391,191.41007
81.88722,191.53857
82.13534,191.66668
82.38346,191.7944
83.62406,192.4273
83.87218,192.55275
84.1203,192.67783
84.36842,192.80254
84.61654,192.92689
84.86466,193.05087
85.11278,193.17449
85.3609,193.29775
85.60902,193.42066
87.09774,194.15067
87.34586,194.27113
87.59398,194.39124
87.84211,194.51102
88.09023,194.63045
88.33835,194.74955
88.58647,194.86832
88.83459,194.98675
89.08271,195.10486
90.57143,195.80664
90.81955,195.92249
91.06767,196.03801
99.00752,199.57765
99.25564,199.68363
99.50376,199.78935
99.75188,199.89481
100.0,200.0
